distances,distance_mean,minor_events,instability_x_current,ECEcore,ECEcore_mean,ECEcore_dx1,ECEcore_dx2,ZMAG,ZMAG_mean,LI,LI_mean,IPLA,fft_low,shot,label,window,IPLA_dx1,IPLA_dx2,IPLA_dx3,IPLA_ddx,IPLA_1,IPLA_2,IPLA_3,IPLA_4,IPLA_mean,time_window,Vloop_1,Vloop_2,Vloop_3,Vloop_4
"[799974.25   798668.6875 794555.3125 791984.125  788627.4375 783892.0625
 783632.     775678.4375 772213.0625 768681.25   765102.     798955.125
 824334.25   827189.875  829178.4375]",793511.0875,17.0,13489689.0,"[477.27554 477.27554 459.96957 448.07175 451.85742 451.85742 437.79633
 440.5004  448.07175 430.22498 375.60303 334.5014  334.5014  314.49136
 276.63458]",410.57553,-20.01004,-37.85678,"[0.40859753 0.40859753 0.40859753 0.40859753 0.40859753 0.40859753
 0.40859753 0.40859753 0.40859753 0.40859753 0.40859753 0.40859753
 0.40859753 0.40859753 0.40859753]",0.4085975,"[1.1526157 1.1526157 1.1526157 1.1526157 1.1526157 1.1526157 1.1526157
 1.1526157 1.1526157 1.1526157 1.1526157 1.1526157 1.1526157 1.1526157
 1.1526157]",1.1526158,"[799974.25 798668.7  794555.3  791984.1  788627.44 783892.06 783632.
 775678.44 772213.06 768681.25 765102.   798955.1  824334.25 827189.9
 829178.44]",11902666.3125,96292,1,665,25379.125,2855.625,1988.5625,-867.0625,829178.44,783632.0,775678.44,783892.06,793511.06,23.082,16.97378,8.245517094930014,-5.416811943054199,-5.05668
"[-50183.25 -51194.25 -50240.75 -53625.   -41642.25 -51779.5  -53573.25
 -51568.75 -51778.   -54383.25 -48711.25 -53692.25 -49342.   -52276.5
 -44706.75]",-50579.8,0.0,0.0,"[4133.92   4112.8257 4107.421  4079.6226 3849.7085 3923.4485 3907.5122
 3888.417  3900.6758 3903.0942 3900.0347 3863.042  3812.8418 3784.2395
 3763.8416]",3928.7095,-28.602295,-20.39795,"[0.3395375 0.3395375 0.3395375 0.3395375 0.3395375 0.3395375 0.3395375
 0.3395375 0.3395375 0.3395375 0.3395375 0.3395375 0.3395375 0.3394645
 0.3394645]",0.33952782,"[1.0494338 1.0494338 1.0494338 1.0494338 1.0494338 1.0494338 1.0494338
 1.0494338 1.0494338 1.0494338 1.0494338 1.0494338 1.0494338 1.056139
 1.056139 ]",1.0503278,"[2832625.8 2830973.8 2831332.2 2827948.  2839289.8 2829152.5 2827358.8
 2828722.2 2827872.2 2825267.  2830298.  2825317.  2829667.2 2826092.
 2833661.8]",42445578.25,96374,1,666,4350.25,-3575.25,7569.75,11145.0,2833661.8,2827358.8,2828722.2,2829152.5,2829705.2,11.402,0.5201625,-0.9665735562642416,-1.7309342622756958,-0.12229249
"[-51779.5  -53573.25 -51568.75 -51778.   -54383.25 -48711.25 -53692.25
 -49342.   -52276.5  -44706.75 -54052.25 -52670.75 -59666.   -60895.75
 -51732.75]",-52721.933333333334,1.0,2825961.0,"[3923.4485 3907.5122 3888.417  3900.6758 3903.0942 3900.0347 3863.042
 3812.8418 3784.2395 3763.8416 3768.4272 3789.3362 3778.586  3793.2417
 3806.2295]",3838.8643,14.655762,12.987793,"[0.3395375 0.3395375 0.3395375 0.3395375 0.3395375 0.3395375 0.3395375
 0.3395375 0.3394645 0.3394645 0.3394645 0.3394645 0.3394645 0.3394645
 0.3394645]",0.33950344,"[1.0494338 1.0494338 1.0494338 1.0494338 1.0494338 1.0494338 1.0494338
 1.0494338 1.056139  1.056139  1.056139  1.056139  1.056139  1.056139
 1.056139 ]",1.052563,"[2829152.5 2827358.8 2828722.2 2827872.2 2825267.  2830298.  2825317.
 2829667.2 2826092.  2833661.8 2823721.  2824461.8 2817466.5 2815595.8
 2824758.8]",42389412.5,96374,1,667,-6995.25,-1870.75,9163.0,11033.75,2824758.8,2825317.0,2829667.2,2830298.0,2825961.0,11.407,1.5145043,-1.0060051282246907,-0.3363906145095825,-1.0739825
"[-48711.25 -53692.25 -49342.   -52276.5  -44706.75 -54052.25 -52670.75
 -59666.   -60895.75 -51732.75 -62695.   -59642.5  -61894.5  -64000.75
 -56344.5 ]",-55488.23333333333,2.0,5643172.5,"[3900.0347 3863.042  3812.8418 3784.2395 3763.8416 3768.4272 3789.3362
 3778.586  3793.2417 3806.2295 3775.171  3784.5789 3808.918  3757.78
 3684.4797]",3791.3833,-51.13794,-73.30029,"[0.3395375 0.3395375 0.3395375 0.3394645 0.3394645 0.3394645 0.3394645
 0.3394645 0.3394645 0.3394645 0.3394645 0.3394645 0.3394645 0.3394645
 0.3394645]",0.33947912,"[1.0494338 1.0494338 1.0494338 1.056139  1.056139  1.056139  1.056139
 1.056139  1.056139  1.056139  1.056139  1.056139  1.056139  1.056139
 1.056139 ]",1.0547979,"[2830298.  2825317.  2829667.2 2826092.  2833661.8 2823721.  2824461.8
 2817466.5 2815595.8 2824758.8 2813796.5 2816208.2 2813315.2 2811209.
 2818224.5]",42323793.25,96374,1,668,-2893.0,-2106.25,7015.5,9121.75,2818224.5,2824461.8,2817466.5,2823721.0,2821586.2,11.412,-0.198935,-2.2814766565958657,-1.361305594444275,1.5541581
"[-59666.   -60895.75 -51732.75 -62695.   -59642.5  -61894.5  -64000.75
 -56344.5  -62699.5  -66533.5  -65533.25 -65067.25 -64350.75 -62757.25
 -61152.5 ]",-61664.38333333333,3.0,8439656.0,"[3778.586  3793.2417 3806.2295 3775.171  3784.5789 3808.918  3757.78
 3684.4797 3639.7578 3352.28   3416.6023 3422.7053 3401.8804 3396.8481
 3396.623 ]",3614.3787,-5.0322266,-0.22509766,"[0.3394645  0.3394645  0.3394645  0.3394645  0.3394645  0.3394645
 0.3394645  0.3394645  0.3394645  0.3394645  0.34135297 0.34135297
 0.34135297 0.34135297 0.34135297]",0.34009397,"[1.056139  1.056139  1.056139  1.056139  1.056139  1.056139  1.056139
 1.056139  1.056139  1.056139  1.0677884 1.0677884 1.0677884 1.0677884
 1.0677884]",1.060022,"[2817466.5 2815595.8 2824758.8 2813796.5 2816208.2 2813315.2 2811209.
 2818224.5 2811869.5 2808035.5 2808440.5 2808906.5 2808982.2 2809934.8
 2811539.5]",42198283.0,96374,1,669,75.75,952.5,1604.75,652.25,2811539.5,2811209.0,2818224.5,2813315.2,2813219.2,11.419,-0.47751063,-2.9983533223470054,-1.4224518537521362,1.5145043
"[-62695.   -59642.5  -61894.5  -64000.75 -56344.5  -62699.5  -66533.5
 -65533.25 -65067.25 -64350.75 -62757.25 -61152.5  -65416.25 -64200.5
 -63196.  ]",-63032.26666666667,4.0,11243681.0,"[3775.171  3784.5789 3808.918  3757.78   3684.4797 3639.7578 3352.28
 3416.6023 3422.7053 3401.8804 3396.8481 3396.623  3412.632  3402.1218
 3400.1558]",3536.8357,-10.510254,-1.9660645,"[0.3394645  0.3394645  0.3394645  0.3394645  0.3394645  0.3394645
 0.3394645  0.34135297 0.34135297 0.34135297 0.34135297 0.34135297
 0.34135297 0.34135297 0.34135297]",0.34047168,"[1.056139  1.056139  1.056139  1.056139  1.056139  1.056139  1.056139
 1.0677884 1.0677884 1.0677884 1.0677884 1.0677884 1.0677884 1.0677884
 1.0677884]",1.0623518,"[2813796.5 2816208.2 2813315.2 2811209.  2818224.5 2811869.5 2808035.5
 2808440.5 2808906.5 2808982.2 2809934.8 2811539.5 2806634.8 2807850.5
 2808855. ]",42163802.25,96374,1,670,-4904.75,1215.75,1004.5,-211.25,2808855.0,2808035.5,2808440.5,2811869.5,2810920.2,11.422,-2.1899507,-1.446415901184082,-2.6564650535583496,-1.9890168
"[-61152.5  -65416.25 -64200.5  -63196.   -63735.75 -66328.25 -69343.5
 -71927.5  -74829.75 -70658.   -65975.   -70927.5  -69522.5  -65598.
 -64530.75]",-67156.11666666667,5.0,14016479.0,"[3396.623  3412.632  3402.1218 3400.1558 3409.6833 3383.5996 3376.038
 3397.9758 3390.5942 3388.734  3409.9077 3403.8171 3403.4956 3412.2231
 3423.9668]",3400.7708,8.727539,11.743652,"[0.34135297 0.34135297 0.34135297 0.34135297 0.34135297 0.34135297
 0.34135297 0.34135297 0.34135297 0.34014332 0.34014332 0.34014332
 0.34014332 0.34014332 0.34014332]",0.34086907,"[1.0677884 1.0677884 1.0677884 1.0677884 1.0677884 1.0677884 1.0677884
 1.0677884 1.0677884 1.0806142 1.0806142 1.0806142 1.0806142 1.0806142
 1.0806142]",1.0729187,"[2811539.5 2806634.8 2807850.5 2808855.  2807674.5 2804441.  2801425.8
 2798246.8 2795344.5 2799516.2 2803558.2 2798605.8 2799370.  2802653.5
 2803720.8]",42049436.75,96374,1,671,764.25,3283.5,1067.25,-2216.25,2803720.8,2801425.8,2798246.8,2804441.0,2803295.8,11.433,1.5118394,-1.3817699750264485,-2.996020555496216,-1.2342631
"[-70658.   -65975.   -70927.5  -69522.5  -65598.   -64530.75 -69266.25
 -71512.5  -74730.   -73252.   -70383.75 -70731.   -72038.5  -75264.
 -68611.25]",-70200.06666666667,6.0,16784518.0,"[3388.734  3409.9077 3403.8171 3403.4956 3412.2231 3423.9668 3430.667
 3422.1821 3410.3137 3433.0474 3423.2136 3408.7622 3426.9265 3422.1455
 3408.9587]",3415.2239,-4.781006,-13.186768,"[0.34014332 0.34014332 0.34014332 0.34014332 0.34014332 0.34014332
 0.34014332 0.34014332 0.34014332 0.34014332 0.34014332 0.34014332
 0.34014332 0.34014332 0.33783287]",0.33998924,"[1.0806142 1.0806142 1.0806142 1.0806142 1.0806142 1.0806142 1.0806142
 1.0806142 1.0806142 1.0806142 1.0806142 1.0806142 1.0806142 1.0806142
 1.0905957]",1.0812796,"[2799516.2 2803558.2 2798605.8 2799370.  2802653.5 2803720.8 2798344.5
 2796098.2 2792880.8 2793717.8 2795945.2 2795598.  2793695.2 2790469.8
 2797122.5]",41961296.5,96374,1,672,-1902.75,-3225.5,6652.75,9878.25,2797122.5,2798344.5,2796098.2,2803720.8,2797419.8,11.442,-0.717765,-1.07398255666097,-1.921704888343811,-2.3505642
"[-71512.5  -74730.   -73252.   -70383.75 -70731.   -72038.5  -75264.
 -68611.25 -71106.5  -72981.25 -74395.5  -76095.5  -77037.75 -76032.75
 -72700.5 ]",-73124.85,7.0,19545762.0,"[3422.1821 3410.3137 3433.0474 3423.2136 3408.7622 3426.9265 3422.1455
 3408.9587 3416.8542 3399.9385 3419.4143 3398.3086 3388.9587 3374.2239
 3378.0496]",3408.7532,-14.734863,3.8256836,"[0.34014332 0.34014332 0.34014332 0.34014332 0.34014332 0.34014332
 0.34014332 0.33783287 0.33783287 0.33783287 0.33783287 0.33783287
 0.33783287 0.33783287 0.33783287]",0.3389111,"[1.0806142 1.0806142 1.0806142 1.0806142 1.0806142 1.0806142 1.0806142
 1.0905957 1.0905957 1.0905957 1.0905957 1.0905957 1.0905957 1.0905957
 1.0905957]",1.0859375,"[2796098.2 2792880.8 2793717.8 2795945.2 2795598.  2793695.2 2790469.8
 2797122.5 2793986.5 2792111.8 2790056.5 2787715.8 2786773.5 2787137.5
 2790469.8]",41883778.75,96374,1,673,-942.25,364.0,3332.25,2968.25,2790469.8,2790469.8,2797122.5,2793695.2,2792251.8,11.449,-0.5951394,-3.623037656148275,-1.2837470769882202,-2.1096437
"[-71106.5  -72981.25 -74395.5  -76095.5  -77037.75 -76032.75 -72700.5
 -75100.5  -77732.25 -69747.   -78844.   -83863.5  -82358.25 -82321.
 -74529.5 ]",-76323.05,8.0,22292190.0,"[3416.8542 3399.9385 3419.4143 3398.3086 3388.9587 3374.2239 3378.0496
 3355.6736 3350.7947 3344.573  3334.3713 3326.2856 3325.4883 3283.9607
 3237.3604]",3355.617,-41.527588,-46.60034,"[0.33783287 0.33783287 0.33783287 0.33783287 0.33783287 0.33783287
 0.33783287 0.33783287 0.33783287 0.33783287 0.33783287 0.33783287
 0.33783287 0.3394037  0.3394037 ]",0.33804232,"[1.0905957 1.0905957 1.0905957 1.0905957 1.0905957 1.0905957 1.0905957
 1.0905957 1.0905957 1.0905957 1.0905957 1.0905957 1.0905957 1.1136675
 1.1136675]",1.0936718,"[2793986.5 2792111.8 2790056.5 2787715.8 2786773.5 2787137.5 2790469.8
 2788069.8 2784797.  2792187.2 2783090.2 2777429.8 2778935.  2778972.2
 2786123. ]",41797855.5,96374,1,674,1505.25,37.25,7150.75,7113.5,2786123.0,2790469.8,2788069.8,2787137.5,2786523.8,11.457,0.9576863,-4.151421229044597,-2.3471498489379883,-3.1059844
"[ -85392.75  -92574.75  -96812.5   -83643.25  -95580.25 -109906.5
 -109691.75 -110753.75 -113976.25 -123503.5  -114927.25 -115568.
 -119783.25 -110993.   -104421.75]",-105835.23333333334,9.0,24767840.0,"[3135.0608 3080.6545 3137.3406 3114.6084 3090.284  3039.9138 3015.3735
 2968.5183 2923.9182 2887.6035 2854.2368 2805.9807 2632.5645 2795.8008
 2036.7931]",2901.2432,163.23633,-759.0077,"[0.3394037 0.3394037 0.3394037 0.3394037 0.3394037 0.3394037 0.3394037
 0.3394037 0.3394037 0.3394037 0.3394037 0.3541714 0.3541714 0.3541714
 0.3541714]",0.3433417,"[1.1136675 1.1136675 1.1136675 1.1136675 1.1136675 1.1136675 1.1136675
 1.1136675 1.1136675 1.1136675 1.1136675 1.1760263 1.1760263 1.1760263
 1.1760263]",1.1302966,"[2774618.8 2766796.  2762558.2 2775727.5 2763149.5 2748823.2 2748443.
 2746740.  2743517.5 2733349.5 2741925.8 2741285.  2736428.8 2745219.
 2751149.5]",41279731.25,96374,1,675,-4856.25,8790.25,5930.5,-2859.75,2751149.5,2748443.0,2746740.0,2748823.2,2751982.2,11.473,-2.3082457,-3.9183883666992188,-8.20423698425293,-7.478557
"[-114927.25 -115568.   -119783.25 -110993.   -104421.75 -105768.5
 -109752.75 -115110.   -113910.5   -98842.5   -81479.25  -69484.5
  -64505.75  -60514.75  -57596.5 ]",-96177.21666666666,10.0,27584754.0,"[2854.2368 2805.9807 2632.5645 2795.8008 2036.7931 2107.2207 1994.358
 2153.9324 2183.6704 2183.2024 2167.8733 2018.0402 1592.0929 1296.5526
 1311.7498]",2142.2712,-295.54028,15.197144,"[0.3394037 0.3541714 0.3541714 0.3541714 0.3541714 0.3541714 0.3541714
 0.3541714 0.3541714 0.3541714 0.3541714 0.3541714 0.3541714 0.3541714
 0.3541714]",0.35318682,"[1.1136675 1.1760263 1.1760263 1.1760263 1.1760263 1.1760263 1.1760263
 1.1760263 1.1760263 1.1760263 1.1760263 1.1760263 1.1760263 1.1760263
 1.1760263]",1.1718692,"[2741925.8 2741285.  2736428.8 2745219.  2751149.5 2749161.8 2745177.5
 2739820.2 2740424.8 2755492.8 2772215.  2783568.8 2788547.5 2791897.8
 2794816. ]",41377130.0,96374,1,676,4978.75,3350.25,2918.25,-432.0,2794816.0,2745177.5,2739820.2,2749161.8,2758475.2,11.483,9.318286,8.519992192586264,-3.805088520050049,-6.7587934
"[-114927.25 -115568.   -119783.25 -110993.   -104421.75 -105768.5
 -109752.75 -115110.   -113910.5   -98842.5   -81479.25  -69484.5
  -64505.75  -60514.75  -57596.5 ]",-96177.21666666666,11.0,30343230.0,"[2854.2368 2805.9807 2632.5645 2795.8008 2036.7931 2107.2207 1994.358
 2153.9324 2183.6704 2183.2024 2167.8733 2018.0402 1592.0929 1296.5526
 1311.7498]",2142.2712,-295.54028,15.197144,"[0.3394037 0.3541714 0.3541714 0.3541714 0.3541714 0.3541714 0.3541714
 0.3541714 0.3541714 0.3541714 0.3541714 0.3541714 0.3541714 0.3541714
 0.3541714]",0.35318682,"[1.1136675 1.1760263 1.1760263 1.1760263 1.1760263 1.1760263 1.1760263
 1.1760263 1.1760263 1.1760263 1.1760263 1.1760263 1.1760263 1.1760263
 1.1760263]",1.1718692,"[2741925.8 2741285.  2736428.8 2745219.  2751149.5 2749161.8 2745177.5
 2739820.2 2740424.8 2755492.8 2772215.  2783568.8 2788547.5 2791897.8
 2794816. ]",41377130.0,96374,1,677,4978.75,3350.25,2918.25,-432.0,2794816.0,2745177.5,2739820.2,2749161.8,2758475.2,11.483,9.318286,8.519992192586264,-3.805088520050049,-6.7587934
"[-98842.5  -81479.25 -69484.5  -64505.75 -60514.75 -57596.5  -62477.25
 -63293.75 -62106.5  -60741.75 -59979.75 -61540.   -65338.   -65010.
 -62482.5 ]",-66359.51666666666,12.0,33425128.0,"[2183.2024 2167.8733 2018.0402 1592.0929 1296.5526 1311.7498 1335.6619
 1311.7465 1356.8816 1345.0088 1293.3907 1277.1578 1285.3624 1292.6439
 1303.1221]",1491.3658,7.281494,10.478149,"[0.3541714  0.3541714  0.3541714  0.3541714  0.3541714  0.3541714
 0.34182712 0.34182712 0.34182712 0.34182712 0.34182712 0.34182712
 0.34182712 0.34182712 0.34182712]",0.34676477,"[1.1760263 1.1760263 1.1760263 1.1760263 1.1760263 1.1760263 1.0754471
 1.0754471 1.0754471 1.0754471 1.0754471 1.0754471 1.0754471 1.0754471
 1.0754471]",1.1156788,"[2755492.8 2772215.  2783568.8 2788547.5 2791897.8 2794816.  2789935.2
 2788477.8 2789024.2 2790389.  2790555.8 2788995.5 2785197.5 2784884.8
 2787412.2]",41781409.75,96374,1,678,-3798.0,-312.75,2527.5,2840.25,2787412.2,2789935.2,2788477.8,2794816.0,2785427.2,11.492,0.64078933,2.947591463724772,5.234289169311523,10.512563
"[-29457.75 -22111.25 -20097.5  -20557.5  -22736.25 -25855.25 -20978.
 -16966.75 -13142.75 -11536.5   -6939.75  -3255.5     732.     8778.25
  15259.25]",-12591.016666666666,0.0,0.0,"[3892.2373 3925.538  3066.404  2993.9841 3251.5095 3241.4163 3237.1362
 3213.6355 3239.596  3041.8125 2998.074  2968.121  2894.17   2765.0496
 2698.8083]",3161.8328,-129.12036,-66.24121,"[0.34753922 0.34753922 0.34753922 0.34753922 0.34753922 0.34753922
 0.34753922 0.34753922 0.34753922 0.34753922 0.34753922 0.34753922
 0.34753922 0.34813598 0.34813598]",0.3476188,"[1.1068029 1.1068029 1.1068029 1.1068029 1.1068029 1.1068029 1.1068029
 1.1068029 1.1068029 1.1068029 1.1068029 1.1068029 1.1068029 1.0535377
 1.0535377]",1.0997009,"[3287041.2 3287018.5 3288071.2 3287611.2 3284417.8 3281298.8 3286176.
 3289172.8 3292996.8 3293641.8 3297224.  3300908.2 3303934.5 3311980.8
 3318461.8]",49409955.25,96532,1,679,3026.25,8046.25,6481.0,-1565.25,3318461.8,3286176.0,3289172.8,3281298.8,3293997.0,10.45,8.521547,4.154641469319661,2.2400174140930176,1.911375
"[-20557.5  -22736.25 -25855.25 -20978.   -16966.75 -13142.75 -11536.5
  -6939.75  -3255.5     732.     8778.25  15259.25  18452.25  19669.75
  20000.25]",-3938.4333333333334,1.0,3300705.8,"[2993.9841 3251.5095 3241.4163 3237.1362 3213.6355 3239.596  3041.8125
 2998.074  2968.121  2894.17   2765.0496 2698.8083 2505.661  2364.783
 2290.3445]",2913.6064,-140.87793,-74.43848,"[0.34753922 0.34753922 0.34753922 0.34753922 0.34753922 0.34753922
 0.34753922 0.34753922 0.34753922 0.34753922 0.34813598 0.34813598
 0.34813598 0.34813598 0.34813598]",0.34773815,"[1.1068029 1.1068029 1.1068029 1.1068029 1.1068029 1.1068029 1.1068029
 1.1068029 1.1068029 1.1068029 1.0535377 1.0535377 1.0535377 1.0535377
 1.0535377]",1.0890478,"[3287611.2 3284417.8 3281298.8 3286176.  3289172.8 3292996.8 3293641.8
 3297224.  3300908.2 3303934.5 3311980.8 3318461.8 3320640.  3320896.5
 3321227. ]",49510587.75,96532,1,680,2178.25,256.5,330.5,74.0,3321227.0,3293641.8,3297224.0,3292996.8,3300705.8,10.453,8.040705,7.194203058878581,2.9358737468719482,1.6321331
"[-41834.   -41223.5  -43631.25 -45079.25 -50001.25 -48355.5  -39251.5
 -34013.   -32402.75 -26412.75 -20094.75 -15082.75  -7584.75  -6754.5
  -5645.25]",-30491.116666666665,0.0,0.0,"[1331.8606 2407.1226 2811.5667 3541.6543 3042.5955 3071.3582 3105.3389
 3087.877  3081.9229 2796.3767 2773.5625 2671.1003 2323.5935 2173.2866
 1887.7272]",2673.7961,-150.30688,-285.55945,"[0.364633  0.364633  0.364633  0.364633  0.364633  0.364633  0.364633
 0.364633  0.364633  0.364633  0.3534797 0.3534797 0.3534797 0.3534797
 0.3534797]",0.36091527,"[1.1377989 1.1377989 1.1377989 1.1377989 1.1377989 1.1377989 1.1377989
 1.1377989 1.1377989 1.1377989 1.0862591 1.0862591 1.0862591 1.0862591
 1.0862591]",1.1206189,"[3348303.2 3348059.2 3345651.5 3343295.8 3338373.8 3340019.5 3348215.8
 3352546.5 3354156.8 3359239.  3365557.  3370569.  3377159.2 3377989.5
 3378190.8]",50347326.5,96745,1,681,6590.25,830.25,201.25,-629.0,3378190.8,3348215.8,3352546.5,3340019.5,3356488.2,12.743,11.12569,8.83410898844401,4.194547176361084,0.16327876
"[-102585.25 -107422.   -112520.75 -115874.25 -114133.5  -118953.5
 -119446.75 -120143.75 -122019.75 -120099.5  -118407.75 -114576.25
 -112673.25 -111978.5  -108892.5 ]",-114648.48333333334,1.0,3254328.2,"[1497.491  1298.5934 1559.3856 1612.5421 1615.3118 1610.206  1605.3881
 1593.0989 1611.3292 1394.9413 1606.7847 1569.5974 1505.0914 1463.6184
 1377.6066]",1528.0659,-41.473022,-86.01184,"[0.38097292 0.38097292 0.38097292 0.38097292 0.38097292 0.38097292
 0.38097292 0.38097292 0.38097292 0.38097292 0.38097292 0.38097292
 0.3924259  0.3924259  0.3924259 ]",0.38326353,"[1.1634235 1.1634235 1.1634235 1.1634235 1.1634235 1.1634235 1.1634235
 1.1634235 1.1634235 1.1634235 1.1634235 1.1634235 1.207739  1.207739
 1.207739 ]",1.1722866,"[3269556.2 3264719.5 3258713.  3254505.  3256245.8 3250518.  3250024.8
 3249327.8 3246544.  3247556.5 3249248.2 3252172.  3254075.  3254769.8
 3256947.8]",48814923.25,96745,1,682,1903.0,694.75,2178.0,1483.25,3256947.8,3250024.8,3249327.8,3250518.0,3254328.2,12.783,1.5491612,-1.115746021270752,-5.2678632736206055,-8.860775
"[-3387.5  -4397.25 -2753.   -2779.25 -3317.5    198.25  8207.5  12882.5
 28235.25 62359.   75627.25 86596.   90134.   94813.   96083.  ]",35900.083333333336,0.0,0.0,"[1224.4491 1224.4491 1224.4491 1224.4491 1224.4491 1224.4491 1224.4491
 1224.4491 1224.4491 1224.4491 1224.4491 1224.4491 1224.4491 1224.4491
 1224.4491]",1224.4491,0.0,0.0,"[0.3334193  0.3334193  0.3334193  0.3334193  0.3334193  0.3334193
 0.3334193  0.32981384 0.32981384 0.32981384 0.32981384 0.32981384
 0.32981384 0.32981384 0.32981384]",0.33149642,"[1.1811237 1.1811237 1.1811237 1.1811237 1.1811237 1.1811237 1.1811237
 1.1557798 1.1557798 1.1557798 1.1557798 1.1557798 1.1557798 1.1557798
 1.1557798]",1.1676071,"[2818495.2 2817485.5 2818202.  2817306.2 2816768.  2819356.  2827365.2
 2832040.2 2846523.5 2880647.2 2892987.8 2903086.8 2906624.8 2911303.8
 2911646.2]",42819838.5,96885,1,683,3538.0,4679.0,342.5,-4336.5,2911646.2,2827365.2,2832040.2,2819356.0,2854656.2,16.845,16.236027,28.943883260091145,4.763110637664795,0.63645875
"[-29658.75  -31587.625 -35425.375 -34428.5   -35349.375 -35504.375
 -36224.375 -38204.375 -38016.25  -36169.375 -37892.    -37486.25
 -35459.25  -35159.625 -34584.75 ]",-35410.01666666667,0.0,0.0,"[1370.0515 1387.4028 1389.6455 1384.9794 1388.3376 1405.6423 1420.2865
 1436.5787 1447.8964 1412.8052 1415.363  1421.0712 1381.8342 1315.9843
 1230.2192]",1387.2064,-65.849976,-85.765015,"[0.25657532 0.25657532 0.25657532 0.25657532 0.25657532 0.25657532
 0.25657532 0.25657532 0.25657532 0.25657532 0.25657532 0.25657532
 0.25657532 0.25657532 0.25657532]",0.25657532,"[1.6220275 1.6220275 1.6220275 1.6220275 1.6220275 1.6220275 1.6220275
 1.6220275 1.6220275 1.6220275 1.6220275 1.6220275 1.6220275 1.6220275
 1.6220275]",1.6220279,"[1132409.8 1130480.9 1126643.1 1125809.  1124888.1 1124733.1 1124013.1
 1122033.1 1120435.9 1122282.8 1120560.1 1119180.5 1121207.5 1121507.1
 1122082. ]",16858266.125,96993,1,684,2027.0,299.625,574.875,275.25,1122082.0,1124013.1,1122033.1,1124733.1,1123884.5,20.185,-0.4385231,-0.742979367574056,-2.6957857608795166,-2.9047174
"[-38204.375 -38016.25  -36169.375 -37892.    -37486.25  -35459.25
 -35159.625 -34584.75  -35650.25  -33097.25   -2665.5    19758.625
  30169.125  34437.875  34471.25 ]",-16369.866666666667,1.0,1139802.5,"[1436.5787  1447.8964  1412.8052  1415.363   1421.0712  1381.8342
 1315.9843  1230.2192  1173.4796   971.15985  730.39636 1119.9723
 1090.8129  1031.1354  1024.464  ]",1213.5449,-59.67749,-6.6713867,"[0.25657532 0.25657532 0.25657532 0.25657532 0.25657532 0.25657532
 0.25657532 0.25657532 0.25657532 0.25657532 0.25657532 0.25657532
 0.25657532 0.17673135 0.17673135]",0.24592946,"[1.6220275 1.6220275 1.6220275 1.6220275 1.6220275 1.6220275 1.6220275
 1.6220275 1.6220275 1.6220275 1.6220275 1.6220275 1.6220275 1.5181793
 1.5181793]",1.6081812,"[1122033.1 1120435.9 1122282.8 1120560.1 1119180.5 1121207.5 1121507.1
 1122082.  1121016.5 1121738.4 1152170.1 1174594.2 1183219.5 1187488.2
 1187521.6]",17097037.625,96993,1,685,8625.25,4268.75,33.375,-4235.375,1187521.6,1121507.1,1122082.0,1121207.5,1139802.5,20.192,15.021097,20.939951578776043,-0.3989526629447937,-2.424875
